HF_FNCLTY_MTRAL_RCOGN_NO,DAY_INTK_HIGHLIMIT,DAY_INTK_LOWLIMIT,WT_UNIT,RAWMTRL_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY
제2023-1호,200 (mg/일),200 (mg/일),mg/일,에키네시아추출물(제2023-1호),"(1) 영‧유아, 어린이, 임산부, 및 수유부는 섭취 시 전문가와 상담할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취 시 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 8주 이상 연속으로 섭취하지 말 것
(5) 결핵, 백혈병, 교원증, 다발성 경화증, AIDS, HIV 감염 및 자가면역 장애가 있는 경우 섭취를 금지할 것
(6) 면역억제제를 복용할 경우 섭취 전 전문가와 상담할 것","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function"
제2023-20호,480 (mg),480 (mg),mg,새싹보리추출물(RexcliverⓇ)(제2023-20호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 알콜로 인해 증가된 산화적 스트레스로부터 간을 보호하는데 도움을 줄 수 있음 
(영문) May help to protect the liver from increased oxidative stress caused by alcohol"
제2023-21호,6 (g/일),6 (g/일),g/일,저분자유청단백가수분해물(제2023-21호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 
(2) 특정질환(우유 및 유제품에 대한 알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 근력개선에 도움을 줄 수 있음
 (영문) May help to improve muscle strength"
제2023-22호,6 (g/일),6 (g/일),g/일,저분자유청단백가수분해물(제2023-22호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 
(2) 특정질환(우유 및 유제품에 대한 알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength"
제2023-23호,500 (mg/일),500 (mg/일),mg/일,참당귀·녹용·황기 복합추출물(제2023-23호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 소화불량, 속쓰림 등이 나타날 수 있음
(4) 혈액응고방지제 또는 혈당강하제를 복용하는 분은 섭취에 주의할 것","(국문) 피로개선에 도움을 줄 수 있음 
(영문) May help to reduce fatigue"
제2023-24호,2 (g/일),2 (g/일),g/일,저분자 피쉬 콜라겐 펩타이드 (Naticol® BPMG)(제2023-24호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음
          ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to moisturize (dry) skin
          ② May help to maintain good skin health by protecting against damage from UV exposure"
제2023-25호,2 (g/일),2 (g/일),g/일,저분자 피쉬 콜라겐 펩타이드 (Naticol® BPMG)(제2023-25호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음
          ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to moisturize (dry) skin
          ② May help to maintain good skin health by protecting against damage from UV exposure"
제2023-26호,3 (g/일),3 (g/일),g/일,CaHMB(Calcium β-Hydroxy-β-methylbutyrate)(제2023-26호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기체질, 고콜레스테롤혈증 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것","(국문) 운동수행능력 향상에 도움을 줄 수 있음
(영문) May help to improve endurance of exercise performance capability"
제2023-27호,450 (mg/일),450 (mg/일),mg/일,새싹인삼추출분말(제2023-27호),"(1) 당뇨치료제 및 혈액항응고제 복용 시 섭취에 주의 
(2) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(3) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 기억력 개선에 도움을 줄 수 있음 
(영문) May help to improve memory"
제2023-29호,600 (mg/일),600 (mg/일),mg/일,유청단백지질추출물(제2023-29호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음
       ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to moisturize (dry) skin
        ② May help to maintain good skin health by protecting against damage from UV exposure"
제2023-2호,"5,000,000,000 (CFU/일)","5,000,000,000 (CFU/일)",CFU/일,Bifidobacterium breve B-3 프로바이오틱스(제2023-2호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 질환이 있거나 의약품 복용 시 전문가와 상담할 것 
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 체지방 감소에 도움을 줄 수 있음
         ② 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) ① May help to reduce body fat
        ② May help to improve cognitive function affected by aging"
제2023-30호,600 (mg/일),600 (mg/일),mg/일,유청단백지질추출물(제2023-30호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음
         ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to moisturize (dry) skin
         ② May help to maintain good skin health by protecting against damage from UV exposure"
제2023-31호,450 (mg/일),450 (mg/일),mg/일,삼백초추출물(LHF618)(제2023-31호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 면역과민반응에 의한 코상태 개선에 도움을 줄 수 있음
(영문) May help to improve nasal condition caused by hypersensitivity reaction"
제2023-33호,2 (g/일),2 (g/일),g/일,저분자콜라겐펩타이드(제2023-33호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음
          ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to maintain skin moisturizing
          ② May help to maintain skin health from skin damage by UV radiation"
제2023-34호,"1,000,000,000 (CFU/일)","1,000,000,000 (CFU/일)",CFU/일,Bacillus coagulans SNZ 1969 프로바이오틱스(제2023-34호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 어린이가 함부로 섭취하지 않도록 일일 섭취량 방법을 지도할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(5) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 배변활동 원활에 도움을 줄 수 있음
(영문) May help to improve bowel movements"
제2023-35호,600 (mg/일),600 (mg/일),mg/일,난각막분말(DEMⓇ)(제2023-35호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음, ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음, ③ 관절 건강에 도움을 줄 수 있음
(영문) ① May help to moisturize (dry) skin, ② May help to maintain good skin health by protecting against damage from UV exposure, ③ May help to maintain healthy joint"
제2023-36호,400 (mg/일),400 (mg/일),mg/일,다이크로스타키스 글로메라타 추출물(Dyglomera®)(제2023-36호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2023-38호,300 (mg/일),300 (mg/일),mg/일,락토페린LF300(우유유래정제단백질)(제2023-38호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(우유 및 유제품에 대한 알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function"
제2023-39호,"1,000 (mg/일)","1,000 (mg/일)",mg/일,발효굴추출물(FSO)(제2023-39호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 질환이 있거나 의약품 복용 시 섭취 전 전문가와 상담할 것","(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength"
제2023-3호,600 (mg/일),600 (mg/일),mg/일,단삼주정추출분말(제2023-3호),"(1) 어린이, 임산부 및 수유부는 섭취에 주의할 것
(2) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의할 것
(3) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(5) 의약품(항응고제 등)과 복용 시 섭취에 주의할 것","(국문) 갱년기 여성건강에 도움을 줄 수 있음
(영문) May help to maintain female health in menopause"
제2023-41호,"1,000 (mg/일)","1,000 (mg/일)",mg/일,발효굴추출물(FSO)(제2023-41호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 질환이 있거나 의약품 복용 시 섭취 전 전문가와 상담할 것","(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength"
제2023-43호,1 (g/일),1 (g/일),g/일,참나리추출분말(제2023-43호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
사용부위 : 비늘줄기(건조)","(국문) 관절건강에 도움을 줄 수 있음
(영문) May help to maintain healthy joint"
제2023-44호,100 (mg/일),100 (mg/일),mg/일,당귤농축분말(ROCH)(제2023-44호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문)
  ① 피부 보습에 도움을 줄 수 있음
  ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문)
  ① May help to moisturize (dry) skin
  ② May help to maintain good skin health by protecting against damage from UV exposure"
제2023-5호,250 (mg/일),250 (mg/일),mg/일,강황추출물(제2023-5호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음
(5) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(6) 수술 전후에는 섭취에 주의","(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength"
제2023-6호,500 (mg/일),500 (mg/일),mg/일,양춘사추출물(제2023-6호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2023-7호,1 (g/일),1 (g/일),g/일,옥수수수염·레몬밤추출복합물(CL-5MoA)(제2023-7호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(항당뇨제, 수면유도제, 갑상선호르몬제, 중추신경억제제)을 복용하시는 분은 섭취 전 전문의와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2023-8호,1 (g/일),1 (g/일),g/일,옥수수수염·레몬밤추출복합물(CL-5MoA)(제2023-8호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(항당뇨제, 수면유도제, 갑상선호르몬제, 중추신경억제제)을 복용하시는 분은 섭취 전 전문의와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
